increment,time_s,node,temperature_k,u1_m,u2_m,u3_m,reaction_heat_flux_w,rf1_n,rf2_n,rf3_n
1,0.01999999955296516,1,300,4.433713836609858e-41,-4.029836687655358e-41,-4.442362624916356e-41,-5.229271127304302e-06,4310.893787793307,556.3075818395361,564.6551280991411
1,0.01999999955296516,2,300.0000006966923,-6.170563800145889e-05,-2.317456864668269e-05,-2.462592051908294e-05,0,0,0,0
1,0.01999999955296516,3,300.0000592218419,-0.0001314769721984566,-1.206280820382518e-05,-1.59844937663433e-05,0,0,0,0
1,0.01999999955296516,4,300,-1.854154007076398e-41,-2.45213321901343e-41,4.568015818478014e-41,-5.230168259946491e-06,4396.370067534368,-573.3019643178006,548.2587313824368
1,0.01999999955296516,5,300.0000006973653,-6.829861992131395e-05,2.719780285177652e-05,-2.284373756501144e-05,0,0,0,0
1,0.01999999955296516,6,300.0000595600436,-0.000143610755537421,2.617534656704204e-05,-1.440393986058271e-05,0,0,0,0
1,0.01999999955296516,7,300,-1.555099383064995e-41,4.903232009723921e-41,-2.888213812590624e-41,-5.229723798028535e-06,4353.634468119755,548.1141816771932,-573.1572369535058
1,0.01999999955296516,8,300.0000006970321,-6.500090742318189e-05,-2.228392347684329e-05,2.663800213014609e-05,0,0,0,0
1,0.01999999955296516,9,300.0000593924572,-0.0001375385483998411,-1.127038681637912e-05,2.303865700705717e-05,0,0,0,0
1,0.01999999955296516,10,300,2.967095609879573e-41,6.59253389858296e-41,6.281126270939518e-41,-5.230621066714937e-06,4439.101676554958,-565.0891703176171,-556.7414478814587
1,0.01999999955296516,11,300.0000006977051,-7.159885663045101e-05,2.630535179852922e-05,2.485401348238426e-05,0,0,0,0
1,0.01999999955296516,12,300.0000597312771,-0.0001496937294031125,2.53915210841113e-05,2.146669938530489e-05,0,0,0,0
1,0.01999999955296516,13,300.0011871487809,-0.0001485694637032771,0.0009676926456193896,0.0004754663940298308,0,0,0,0
1,0.01999999955296516,14,300.0791522616477,-0.0002400925826683227,0.0009398165079450494,0.0004439067085783954,0,0,0,0
